Unnamed: 0,INDEX,Team_ID,Game_ID,GAME_DATE,TEAM,OPPONENT,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,DATE,HOME,Game_Num,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,target,W_PCT_5,FGM_5,FGA_5,FG_PCT_5,FG3M_5,FG3A_5,FG3_PCT_5,FTM_5,FTA_5,FT_PCT_5,OREB_5,DREB_5,REB_5,AST_5,STL_5,BLK_5,TOV_5,PF_5,PTS_5,E_OFF_RATING_5,OFF_RATING_5,E_DEF_RATING_5,DEF_RATING_5,E_NET_RATING_5,NET_RATING_5,AST_PCT_5,AST_TOV_5,AST_RATIO_5,OREB_PCT_5,DREB_PCT_5,REB_PCT_5,E_TM_TOV_PCT_5,TM_TOV_PCT_5,EFG_PCT_5,TS_PCT_5,USG_PCT_5,E_USG_PCT_5,E_PACE_5,PACE_5,PACE_PER40_5,POSS_5,PIE_5,WL_5,Team_ID_5,Game_Num_5,home_next,team_opp_next,date_next
405,405,1610612763,22300377,"DEC 21, 2023",MEM,IND,True,8.0,19.0,0.296,240,43,84,0.512,16,35,0.457,14,21,0.667,8,33,41,27,8,7,18,14,116,2023-12-21,True,27.0,110.2,118.4,103.2,104.0,7.1,14.3,0.628,1.35,19.3,0.341,0.692,0.531,19.004,20.4,0.607,0.622,1.0,0.194,102.54,98.5,82.08,98,0.553,1,0.2632,37.2,85.0,0.4387999999999999,13.2,39.6,0.334,18.0,24.0,0.7512,9.2,33.8,43.0,23.0,6.0,5.8,17.0,21.2,105.6,101.6,105.7,109.6,109.74,-8.000000000000002,-4.08,0.6304000000000001,1.376,16.84,0.2784,0.7163999999999999,0.502,17.049,17.82,0.5166000000000001,0.5534,1.0,0.1974,102.468,100.4,83.666,100.2,0.4549999999999999,0.4,1610612763.0,25.0,False,ATL,2023-12-23
406,406,1610612763,22300393,"DEC 23, 2023",MEM,ATL,True,9.0,19.0,0.321,240,50,97,0.515,11,33,0.333,14,22,0.636,15,36,51,29,6,7,11,16,125,2023-12-23,False,28.0,120.6,125.0,115.8,119.0,4.8,6.0,0.58,2.42,19.6,0.388,0.685,0.544,11.574,12.0,0.572,0.586,1.0,0.195,103.24,100.0,83.33,100,0.544,2,0.2752,40.2,88.0,0.4564,13.4,38.6,0.348,16.0,21.6,0.7372,11.2,34.2,45.4,23.8,5.8,6.4,17.0,18.4,109.8,105.52,110.5,110.74,111.04,-5.220000000000001,-0.5799999999999994,0.6035999999999999,1.406,17.0,0.3319999999999999,0.7176,0.5278,17.227,18.08,0.5334000000000001,0.5633999999999999,1.0,0.1964,102.192,99.7,83.082,99.6,0.474,0.6,1610612763.0,26.0,False,NOP,2023-12-26
411,411,1610612748,22300119,"NOV 01, 2023",MIA,BKN,False,1.0,4.0,0.2,240,39,91,0.429,13,38,0.342,14,18,0.778,11,35,46,22,10,5,16,20,105,2023-11-01,True,5.0,99.1,102.9,104.4,104.8,-5.2,-1.9,0.564,1.22,15.8,0.259,0.75,0.49,16.994,17.6,0.5,0.531,1.0,0.195,105.18,103.0,85.83,102,0.451,1,0.4566,38.0,89.0,0.4274,12.4,33.0,0.3778,16.2,20.2,0.7866,10.8,33.4,44.2,23.8,8.4,3.4,12.6,17.2,104.6,104.16,104.76,109.32,110.68,-5.16,-5.88,0.6272,1.952,17.619999999999997,0.2428,0.7054,0.4676,13.222,13.34,0.4972,0.5346,1.0,0.1988,101.256,100.3,83.582,99.8,0.4676,0.2,1610612748.0,3.0,True,WAS,2023-11-03
412,412,1610612748,22300003,"NOV 03, 2023",MIA,WAS,True,2.0,4.0,0.333,240,48,80,0.6,13,27,0.481,12,14,0.857,7,30,37,35,9,1,19,18,121,2023-11-03,True,6.0,120.8,118.6,109.1,111.8,11.7,6.9,0.729,1.67,24.6,0.212,0.821,0.542,20.966,20.6,0.681,0.702,1.0,0.196,102.32,102.0,85.0,102,0.55,1,0.3232,40.2,86.6,0.4669999999999999,13.4,34.0,0.4011999999999999,14.4,17.8,0.7964,9.0,33.0,42.0,26.4,8.0,3.0,15.0,17.2,108.2,106.5,106.8,110.46,111.78,-3.94,-4.94,0.6540000000000001,1.658,19.22,0.2255999999999999,0.7445999999999999,0.484,15.9328,15.98,0.5442,0.5753999999999999,1.0,0.1978,102.416,101.6,84.66600000000001,101.2,0.4762,0.2,1610612748.0,4.0,True,LAL,2023-11-06
413,413,1610612748,22300150,"NOV 06, 2023",MIA,LAL,True,3.0,4.0,0.429,240,41,88,0.466,12,37,0.324,14,16,0.875,11,33,44,30,11,4,17,14,108,2023-11-06,True,7.0,105.8,109.1,107.9,108.1,-2.1,1.0,0.732,1.67,21.0,0.292,0.872,0.552,17.64,18.2,0.534,0.568,1.0,0.195,100.6,99.0,82.5,99,0.508,1,0.309,40.8,86.4,0.4748,12.6,34.8,0.369,13.4,16.4,0.8061999999999999,9.0,32.8,41.8,27.6,8.6,2.6,16.0,16.8,107.6,105.48,106.2,108.78,109.6,-3.28,-3.3599999999999994,0.674,1.592,19.86,0.2378,0.7954000000000001,0.5084,17.0636,17.200000000000003,0.5476,0.5770000000000001,1.0,0.1972,102.288,101.5,84.582,101.2,0.4794,0.4,1610612748.0,5.0,False,MEM,2023-11-08
414,414,1610612748,22300164,"NOV 08, 2023",MIA,MEM,True,4.0,4.0,0.5,240,35,77,0.455,11,28,0.393,27,32,0.844,9,35,44,22,9,8,19,24,108,2023-11-08,False,8.0,106.8,108.0,98.7,103.0,8.1,5.0,0.629,1.16,16.7,0.295,0.684,0.515,18.797,19.0,0.526,0.593,1.0,0.2,102.2,99.5,82.92,100,0.597,1,0.3424,40.8,84.4,0.4854,12.4,32.8,0.3843999999999999,17.2,20.0,0.8608,9.0,33.2,42.2,27.2,9.2,4.0,17.0,19.2,111.2,108.68,109.43999999999998,107.0,108.78,1.7,0.68,0.6626000000000001,1.504,19.56,0.2516,0.7732,0.5144,17.7976,17.94,0.5586,0.599,1.0,0.1972,102.96,101.7,84.75,101.6,0.5204000000000001,0.6,1610612748.0,6.0,False,ATL,2023-11-11
415,415,1610612748,22300175,"NOV 11, 2023",MIA,ATL,True,5.0,4.0,0.556,240,41,84,0.488,12,38,0.316,23,25,0.92,7,32,39,23,10,4,15,14,117,2023-11-11,False,9.0,113.6,113.6,106.9,105.8,6.6,7.8,0.561,1.53,17.3,0.205,0.686,0.463,14.563,14.6,0.56,0.616,1.0,0.2,102.46,103.0,85.83,103,0.562,1,0.4036,40.8,84.0,0.4876,12.2,33.6,0.3712,18.0,21.0,0.8548,9.0,33.0,42.0,26.4,9.8,4.4,17.2,18.0,111.8,109.22,110.44,105.4,106.7,3.82,3.76,0.643,1.45,19.08,0.2526,0.7626,0.5124000000000001,17.791999999999998,18.0,0.5602,0.602,1.0,0.1972,102.552,101.3,84.41600000000001,101.2,0.5336000000000001,0.8,1610612748.0,7.0,False,SAS,2023-11-12
416,416,1610612748,22300184,"NOV 12, 2023",MIA,SAS,True,6.0,4.0,0.6,240,39,89,0.438,12,31,0.387,28,30,0.933,11,30,41,26,7,3,4,12,118,2023-11-12,False,10.0,120.2,118.0,110.5,114.1,9.7,3.9,0.667,3.71,19.2,0.25,0.7,0.471,7.128,7.0,0.506,0.577,1.0,0.196,100.24,99.5,82.92,100,0.517,1,0.4836,40.8,83.6,0.4894,12.0,32.2,0.3802,20.8,23.4,0.8858,9.0,32.0,41.0,27.2,9.2,4.0,14.8,16.4,114.4,113.43999999999998,113.46,106.62,108.56,6.8,4.92,0.6636,1.948,19.76,0.2508,0.7525999999999999,0.5086,15.8188,15.88,0.5614,0.6112,1.0,0.1974,101.564,100.6,83.83399999999999,100.8,0.5468,1.0,1610612748.0,8.0,False,CHA,2023-11-14
417,417,1610612748,22300017,"NOV 14, 2023",MIA,CHA,True,7.0,4.0,0.636,240,40,83,0.482,8,31,0.258,23,28,0.821,10,32,42,26,12,5,7,19,111,2023-11-14,False,11.0,118.9,115.6,109.7,111.7,9.2,3.9,0.65,3.25,20.1,0.25,0.696,0.478,8.573,8.3,0.53,0.582,1.0,0.199,94.5,95.0,79.17,96,0.579,1,0.5442,39.2,84.2,0.4658,11.0,33.0,0.3356,23.0,26.2,0.8785999999999999,9.6,32.4,42.0,25.4,9.8,4.8,12.4,16.6,112.4,113.06000000000002,112.86,106.74,108.54,6.3,4.32,0.6478,2.264,18.86,0.2583999999999999,0.7276,0.4958,13.3402,13.419999999999998,0.5311999999999999,0.5871999999999999,1.0,0.198,100.0,99.2,82.66799999999999,99.6,0.5526000000000001,1.0,1610612748.0,9.0,True,BKN,2023-11-16
418,418,1610612748,22300200,"NOV 16, 2023",MIA,BKN,True,8.0,4.0,0.667,240,42,81,0.519,15,35,0.429,23,24,0.958,7,25,32,26,8,3,9,20,122,2023-11-16,True,12.0,130.4,131.2,112.9,125.0,17.5,6.2,0.619,2.89,20.5,0.225,0.565,0.407,9.619,9.7,0.611,0.666,1.0,0.197,97.72,92.5,77.08,93,0.54,0,0.5918,39.4,82.8,0.4763999999999999,11.6,32.6,0.3566,24.8,27.8,0.8952,8.8,30.8,39.6,24.6,9.2,4.6,10.8,17.8,115.2,117.98000000000002,117.28,107.74,111.92,10.22,5.36,0.6252000000000001,2.508,18.76,0.245,0.6662000000000001,0.4668,11.736,11.72,0.5466,0.6068,1.0,0.1984,99.424,97.9,81.584,98.4,0.5589999999999999,1.0,1610612748.0,10.0,False,CHI,2023-11-18
419,419,1610612748,22300204,"NOV 18, 2023",MIA,CHI,False,8.0,5.0,0.615,240,33,77,0.429,12,36,0.333,19,23,0.826,5,29,34,23,9,0,15,18,97,2023-11-18,False,13.0,99.9,104.3,110.4,108.5,-10.6,-4.2,0.697,1.53,18.4,0.239,0.733,0.484,15.445,16.1,0.506,0.557,1.0,0.202,94.74,93.5,77.92,93,0.464,1,0.6148,39.0,82.8,0.4711999999999999,11.8,34.2,0.3446,23.2,26.0,0.8916000000000001,8.0,29.6,37.6,24.8,9.2,3.0,10.0,16.6,113.0,116.6,116.54,110.08,113.01999999999998,6.48,3.5200000000000005,0.6388,2.582,19.1,0.2338,0.6759999999999999,0.4606,11.0656,11.14,0.5426,0.5995999999999999,1.0,0.1988,97.932,96.7,80.584,97.0,0.5324000000000001,0.8,1610612748.0,11.0,False,CHI,2023-11-20
420,420,1610612748,22300220,"NOV 20, 2023",MIA,CHI,True,9.0,5.0,0.643,240,42,84,0.5,17,35,0.486,17,20,0.85,9,34,43,31,7,1,8,19,118,2023-11-20,False,14.0,125.8,128.3,108.6,108.7,17.2,19.6,0.738,3.1,23.2,0.279,0.818,0.552,10.661,10.9,0.601,0.636,1.0,0.195,92.92,92.0,76.67,92,0.582,1,0.6322,39.2,82.8,0.4735999999999999,12.8,33.6,0.3786,22.0,25.0,0.8775999999999999,8.4,30.0,38.4,26.4,8.6,2.4,8.6,17.6,113.2,119.04,119.48000000000002,110.42,113.6,8.6,5.880000000000001,0.6742,2.896,20.28,0.2486,0.7024,0.4784,10.2852,10.4,0.5508,0.6035999999999999,1.0,0.1978,96.024,94.5,78.75200000000001,94.8,0.5364,0.8,1610612748.0,12.0,False,CLE,2023-11-22
421,421,1610612748,22300229,"NOV 22, 2023",MIA,CLE,True,10.0,5.0,0.667,240,46,88,0.523,20,35,0.571,17,21,0.81,10,31,41,30,11,7,10,19,129,2023-11-22,False,15.0,130.0,137.2,100.9,100.0,29.1,37.2,0.652,2.5,21.5,0.356,0.773,0.562,12.092,12.8,0.636,0.663,1.0,0.196,97.2,95.0,79.17,94,0.628,0,0.6456,40.6,82.6,0.4906,14.4,34.4,0.4154,19.8,23.2,0.853,8.2,30.2,38.4,27.2,9.4,3.2,9.8,19.0,115.4,121.0,123.32,108.5,110.78,12.48,12.54,0.6712,2.654,20.74,0.2698,0.717,0.4966,11.278,11.56,0.5768,0.6208,1.0,0.1978,95.416,93.6,78.002,93.6,0.5586,0.8,1610612748.0,13.0,False,NYK,2023-11-24
422,422,1610612748,22300045,"NOV 24, 2023",MIA,NYK,False,10.0,6.0,0.625,240,34,87,0.391,10,37,0.27,20,21,0.952,10,31,41,20,11,0,11,19,98,2023-11-24,False,16.0,100.8,99.0,98.1,102.0,2.7,-3.1,0.588,1.82,15.7,0.208,0.8,0.48,11.312,11.1,0.448,0.509,1.0,0.2,99.58,98.5,82.08,99,0.471,0,0.6434,39.4,83.4,0.4724,14.8,35.6,0.4178,19.2,21.8,0.8792,8.2,30.0,38.2,26.0,9.2,2.2,10.6,19.0,112.8,117.38,120.0,106.18,108.84,11.18,11.14,0.6588,2.368,19.86,0.2613999999999999,0.7378,0.497,11.8258,12.12,0.5603999999999999,0.6062000000000001,1.0,0.198,96.432,94.3,78.584,94.2,0.5369999999999999,0.6,1610612748.0,14.0,False,BKN,2023-11-25
423,423,1610612748,22300240,"NOV 25, 2023",MIA,BKN,False,10.0,7.0,0.588,240,38,87,0.437,11,34,0.324,10,13,0.769,13,31,44,24,6,3,17,18,97,2023-11-25,False,17.0,99.3,101.0,120.3,117.9,-21.0,-16.9,0.632,1.33,17.8,0.333,0.8,0.538,18.42,18.8,0.5,0.523,1.0,0.197,95.42,95.5,79.58,96,0.395,0,0.6275999999999999,38.6,84.6,0.4559999999999999,14.0,35.4,0.3968,16.6,19.6,0.8413999999999999,9.4,31.2,40.6,25.6,8.8,2.2,12.2,18.6,107.8,111.16,113.96,107.66,107.42,3.4800000000000004,6.5200000000000005,0.6613999999999999,2.056,19.32,0.283,0.7847999999999999,0.5232000000000001,13.586000000000002,13.94,0.5382,0.5776,1.0,0.198,95.972,94.9,79.084,94.8,0.508,0.4,1610612748.0,15.0,True,MIL,2023-11-28
424,424,1610612748,22300056,"NOV 28, 2023",MIA,MIL,False,10.0,8.0,0.556,240,48,94,0.511,14,30,0.467,14,21,0.667,8,27,35,32,3,5,6,22,124,2023-11-28,True,18.0,122.5,124.0,129.9,129.7,-7.4,-5.7,0.667,5.33,22.7,0.196,0.762,0.452,5.927,6.0,0.585,0.601,1.0,0.2,101.06,100.5,83.75,100,0.464,1,0.6158,41.6,88.0,0.4724,14.4,34.2,0.4236,15.6,19.2,0.8096,10.0,30.8,40.8,27.4,7.6,3.2,10.4,19.4,113.2,115.68,117.9,111.56,111.66,4.12,6.220000000000001,0.6554,2.816,20.18,0.2744,0.7906000000000001,0.5168000000000001,11.6824,11.92,0.5539999999999999,0.5864,1.0,0.1976,97.236,96.3,80.25,96.2,0.508,0.4,1610612748.0,16.0,True,IND,2023-11-30
425,425,1610612748,22300267,"NOV 30, 2023",MIA,IND,True,11.0,8.0,0.579,240,48,86,0.558,8,21,0.381,38,45,0.844,10,38,48,25,4,1,14,28,142,2023-11-30,True,19.0,129.3,134.0,117.8,123.4,11.6,10.6,0.521,1.79,17.3,0.366,0.722,0.568,12.75,13.2,0.605,0.671,1.0,0.2,110.94,106.5,88.75,106,0.55,0,0.603,42.8,88.4,0.484,12.6,31.4,0.4025999999999999,19.8,24.2,0.8084,10.2,31.6,41.8,26.2,7.0,3.2,11.6,21.2,118.0,116.38,119.04,113.4,114.6,3.000000000000001,4.42,0.612,2.554,19.0,0.2917999999999999,0.7714000000000001,0.5199999999999999,12.1002,12.38,0.5548,0.5934,1.0,0.1986,100.84,99.2,82.666,99.0,0.5016,0.4,1610612748.0,17.0,True,IND,2023-12-02
426,426,1610612748,22300284,"DEC 02, 2023",MIA,IND,False,11.0,9.0,0.55,240,48,89,0.539,12,25,0.48,21,24,0.875,6,22,28,27,3,1,10,22,129,2023-12-02,True,20.0,122.2,131.6,142.9,146.9,-20.7,-15.3,0.563,2.25,19.5,0.326,0.806,0.527,11.368,12.2,0.607,0.648,1.0,0.194,103.18,98.0,81.67,98,0.414,1,0.5796,43.2,88.6,0.4871999999999999,11.0,29.4,0.3844,20.6,24.8,0.8214,9.4,29.8,39.2,25.6,5.4,2.0,11.6,21.8,118.0,114.82,117.92,121.8,123.98000000000002,-6.959999999999999,-6.08,0.5942000000000001,2.504,18.6,0.2858,0.778,0.513,11.9554,12.26,0.5489999999999999,0.5904,1.0,0.1982,102.036,99.8,83.166,99.8,0.4588,0.2,1610612748.0,18.0,False,TOR,2023-12-06
427,427,1610612748,22301207,"DEC 06, 2023",MIA,TOR,True,12.0,9.0,0.571,240,41,89,0.461,14,38,0.368,16,19,0.842,8,36,44,33,5,4,7,18,112,2023-12-06,False,21.0,116.2,114.3,103.5,105.1,12.7,9.2,0.805,4.71,24.0,0.167,0.76,0.469,7.264,7.1,0.539,0.575,1.0,0.199,97.92,98.0,81.67,98,0.542,0,0.5688000000000001,44.6,89.0,0.5012000000000001,11.8,29.6,0.404,19.8,24.4,0.7994,9.0,30.8,39.8,28.2,4.2,2.8,10.8,21.6,120.8,117.9,120.98,122.88000000000002,124.6,-4.96,-3.62,0.6376,3.082,20.26,0.2776,0.77,0.5108,11.1458,11.46,0.5671999999999999,0.6035999999999999,1.0,0.198,101.704,99.7,83.08399999999999,99.6,0.473,0.4,1610612748.0,19.0,True,CLE,2023-12-08
428,428,1610612748,22301220,"DEC 08, 2023",MIA,CLE,False,12.0,10.0,0.545,240,37,86,0.43,15,42,0.357,10,15,0.667,7,30,37,23,5,5,18,23,99,2023-12-08,True,22.0,95.6,99.0,111.6,111.0,-16.1,-12.0,0.622,1.28,17.2,0.212,0.74,0.471,17.375,18.0,0.517,0.535,1.0,0.199,101.52,100.0,83.33,100,0.393,1,0.5602,44.4,88.8,0.4998,12.6,31.2,0.4105999999999999,19.8,24.8,0.779,7.8,30.6,38.4,28.0,4.0,3.2,11.0,22.6,121.2,117.16,120.58,121.14,123.22,-3.98,-2.640000000000001,0.6356,3.072,20.14,0.2534,0.758,0.4973999999999999,10.9368,11.3,0.5706,0.6060000000000001,1.0,0.1984,102.924,100.6,83.834,100.4,0.4726,0.4,1610612748.0,20.0,False,CHA,2023-12-11
429,429,1610612748,22300292,"DEC 11, 2023",MIA,CHA,True,13.0,10.0,0.565,240,37,77,0.481,15,35,0.429,27,34,0.794,8,35,43,31,7,3,10,22,116,2023-12-11,False,23.0,122.2,124.7,115.5,120.0,6.6,4.7,0.838,2.82,23.1,0.244,0.771,0.528,11.584,11.8,0.578,0.631,1.0,0.198,96.82,94.0,78.33,93,0.547,1,0.562,42.2,85.4,0.4938,12.8,32.2,0.4029999999999999,22.4,27.4,0.8044,7.8,32.2,40.0,27.8,4.8,2.8,11.8,22.6,119.6,117.1,120.72,118.26000000000002,121.28,-1.1799999999999995,-0.5600000000000005,0.6698000000000001,2.57,20.22,0.263,0.7598,0.5126,12.0682,12.46,0.5691999999999999,0.6120000000000001,1.0,0.198,102.076,99.3,82.75,99.0,0.4892,0.6,1610612748.0,21.0,True,CHA,2023-12-13
430,430,1610612748,22300312,"DEC 13, 2023",MIA,CHA,True,14.0,10.0,0.583,240,41,86,0.477,15,30,0.5,18,19,0.947,17,30,47,29,10,3,22,12,115,2023-12-13,True,24.0,114.6,117.3,105.2,104.0,9.4,13.3,0.707,1.26,19.8,0.4,0.838,0.598,22.917,23.5,0.564,0.609,1.0,0.196,99.6,99.0,82.5,98,0.537,0,0.5628,40.8,85.4,0.4775999999999999,14.2,34.0,0.4268,18.4,22.2,0.825,9.2,30.6,39.8,28.6,6.0,3.2,13.4,19.4,114.2,114.16,117.38,115.74,117.4,-1.62,-0.0200000000000002,0.7070000000000001,2.4639999999999995,20.72,0.2698,0.783,0.5186,14.1016,14.52,0.5609999999999999,0.5996,1.0,0.1972,99.808,97.8,81.5,97.4,0.4866,0.6,1610612748.0,22.0,True,CHI,2023-12-14
431,431,1610612748,22300320,"DEC 14, 2023",MIA,CHI,False,14.0,11.0,0.56,240,37,80,0.463,15,34,0.441,27,35,0.771,8,34,42,26,2,1,10,20,116,2023-12-14,True,25.0,117.9,117.2,123.8,126.5,-5.9,-9.4,0.703,2.36,19.6,0.261,0.712,0.5,11.179,11.1,0.556,0.608,1.0,0.201,99.3,98.5,82.08,99,0.463,1,0.5648,38.6,83.6,0.4624,14.8,35.8,0.419,19.6,24.4,0.8042,9.6,33.0,42.6,28.4,5.8,3.2,13.4,19.0,111.6,113.3,114.5,111.92,113.32,1.3400000000000003,1.1599999999999997,0.735,2.486,20.74,0.2568,0.7642,0.5132,14.0638,14.3,0.5508,0.5915999999999999,1.0,0.1986,99.032,97.9,81.582,97.6,0.4963999999999999,0.6,1610612748.0,23.0,True,CHI,2023-12-16
432,432,1610612748,22300337,"DEC 16, 2023",MIA,CHI,True,15.0,11.0,0.577,240,43,83,0.518,13,35,0.371,19,25,0.76,8,23,31,26,7,2,10,19,118,2023-12-16,True,26.0,122.9,129.7,123.7,127.5,-0.8,2.2,0.605,2.6,20.0,0.302,0.61,0.452,10.417,11.0,0.596,0.628,1.0,0.198,94.88,91.0,75.83,91,0.489,0,0.5660000000000001,39.0,82.4,0.4737999999999999,14.6,35.2,0.4196,20.2,25.6,0.7878000000000001,9.6,30.4,40.0,27.0,6.2,2.8,14.0,19.2,112.8,114.64,117.58,115.96,117.8,-1.3599999999999992,-0.24,0.6950000000000001,2.064,19.94,0.2838,0.7342000000000001,0.5098,14.694400000000002,15.080000000000002,0.5622,0.6022000000000001,1.0,0.1984,98.424,96.5,80.41400000000002,96.2,0.4858,0.6,1610612748.0,24.0,True,MIN,2023-12-18
433,433,1610612748,22300353,"DEC 18, 2023",MIA,MIN,False,15.0,12.0,0.556,240,41,87,0.471,11,30,0.367,15,18,0.833,9,31,40,27,10,4,15,18,108,2023-12-18,True,27.0,107.0,110.2,117.4,115.5,-10.4,-5.3,0.659,1.8,19.7,0.292,0.727,0.5,14.863,15.3,0.534,0.569,1.0,0.198,98.14,97.5,81.25,98,0.467,1,0.5681999999999999,39.8,82.6,0.4819999999999999,13.8,32.8,0.4216,21.2,26.2,0.8210000000000001,10.0,30.6,40.6,27.8,7.2,2.6,13.4,18.2,114.6,116.92,119.82,117.12,118.7,-0.2199999999999992,1.1,0.7023999999999999,2.168,20.44,0.2998,0.7316,0.5156,14.192000000000002,14.54,0.5656,0.609,1.0,0.1982,97.748,96.0,79.998,95.8,0.5006,0.6,1610612748.0,25.0,False,ORL,2023-12-20
434,434,1610612748,22300366,"DEC 20, 2023",MIA,ORL,True,16.0,12.0,0.571,240,40,83,0.482,15,29,0.517,20,24,0.833,10,29,39,25,6,2,11,17,115,2023-12-20,False,28.0,121.6,122.3,112.3,110.4,9.3,11.9,0.625,2.27,19.3,0.244,0.64,0.453,11.633,11.7,0.572,0.615,1.0,0.201,94.46,95.0,79.17,94,0.517,1,0.5694,40.4,83.8,0.4822,13.8,31.6,0.4391999999999999,19.8,24.2,0.8288,10.4,29.4,39.8,26.6,7.0,2.4,13.6,17.2,114.4,116.8,119.34,116.48,116.78,0.320000000000001,2.54,0.6597999999999999,2.058,19.68,0.2998,0.7054,0.5005999999999999,14.2018,14.52,0.5644,0.6058,1.0,0.1988,97.27599999999998,96.2,80.166,96.0,0.4946,0.6,1610612748.0,26.0,True,ATL,2023-12-22
435,435,1610612748,22300384,"DEC 22, 2023",MIA,ATL,True,17.0,12.0,0.586,240,40,86,0.465,17,39,0.436,25,30,0.833,12,36,48,21,7,2,17,18,122,2023-12-22,True,29.0,117.1,122.0,108.5,111.9,8.6,10.1,0.525,1.24,15.3,0.327,0.696,0.524,16.315,17.0,0.564,0.615,1.0,0.198,104.18,100.5,83.75,100,0.532,2,0.5700000000000001,40.2,83.8,0.4798,14.2,33.4,0.4264,21.2,26.4,0.8059999999999998,9.4,30.6,40.0,25.0,6.4,2.2,12.6,18.4,115.8,117.3,120.28,117.14,118.36,0.1600000000000008,1.9,0.6234,2.054,18.78,0.2852,0.6769999999999999,0.4858,12.8814,13.22,0.5644,0.607,1.0,0.1992,98.192,96.5,80.416,96.4,0.4936,0.6,1610612748.0,27.0,False,GSW,2023-12-28
440,440,1610612749,22300002,"NOV 03, 2023",MIL,NYK,True,3.0,2.0,0.6,240,35,82,0.427,20,39,0.513,20,28,0.714,7,34,41,24,6,10,14,16,110,2023-11-03,True,5.0,108.6,110.0,102.9,104.0,5.6,6.0,0.686,1.71,18.1,0.18,0.683,0.455,13.818,14.0,0.549,0.583,1.0,0.199,101.66,100.5,83.75,100,0.548,1,0.6534,38.8,82.4,0.4706,14.4,36.8,0.39,22.2,30.4,0.7356,8.6,30.4,39.0,21.8,8.4,4.8,15.4,20.2,114.2,111.16,111.94,115.16,116.24,-4.040000000000001,-4.32,0.5652,1.456,16.34,0.2327999999999999,0.7134,0.4720000000000001,15.1148,15.26,0.5582,0.596,1.0,0.199,102.884,102.1,85.082,102.0,0.4658,0.6,1610612749.0,3.0,False,BKN,2023-11-06
441,441,1610612749,22300149,"NOV 06, 2023",MIL,BKN,True,4.0,2.0,0.667,240,46,96,0.479,16,48,0.333,21,24,0.875,12,36,48,26,6,2,10,13,129,2023-11-06,False,6.0,123.4,126.5,120.5,120.2,2.9,6.3,0.565,2.6,18.2,0.294,0.75,0.524,9.564,9.8,0.563,0.605,1.0,0.201,104.14,103.0,85.83,102,0.53,1,0.5868,39.8,85.4,0.4652,15.4,40.4,0.3832,21.4,28.0,0.7718,9.4,30.6,40.0,23.0,7.8,4.4,14.6,18.2,116.4,112.9,114.76000000000002,116.62,117.78,-3.76,-3.04,0.5806,1.69,16.92,0.2516,0.6824,0.4688,14.305,14.560000000000002,0.556,0.5952,1.0,0.1992,103.096,101.8,84.83200000000001,101.4,0.4708,0.6,1610612749.0,4.0,True,DET,2023-11-08
442,442,1610612749,22300165,"NOV 08, 2023",MIL,DET,True,5.0,2.0,0.714,240,41,90,0.456,11,37,0.297,27,32,0.844,5,31,36,19,8,7,10,18,120,2023-11-08,True,7.0,110.0,112.1,104.4,110.3,5.6,1.9,0.463,1.9,14.3,0.137,0.686,0.412,9.168,9.3,0.517,0.576,1.0,0.198,111.06,107.0,89.17,107,0.495,0,0.6296,40.2,86.2,0.4658,14.4,39.0,0.3698,23.6,30.4,0.7806,8.0,31.4,39.4,22.4,7.4,5.2,12.0,17.4,118.4,114.1,115.62,113.7,115.42,0.3799999999999997,0.1999999999999997,0.5604,1.878,16.64,0.2178,0.6988000000000001,0.4604,11.7908,11.920000000000002,0.55,0.5943999999999999,1.0,0.199,104.06,102.6,85.5,102.4,0.4934,0.8,1610612749.0,5.0,False,IND,2023-11-09
443,443,1610612749,22300171,"NOV 09, 2023",MIL,IND,False,5.0,3.0,0.625,240,46,87,0.529,9,27,0.333,23,26,0.885,5,36,41,23,6,5,14,19,124,2023-11-09,False,8.0,115.4,121.6,120.2,124.8,-4.8,-3.2,0.5,1.64,17.0,0.227,0.76,0.511,13.031,13.7,0.58,0.63,1.0,0.194,106.12,101.5,84.58,102,0.517,0,0.6212,40.6,86.2,0.4704,13.8,37.0,0.3716,23.8,29.6,0.8109999999999999,7.2,31.8,39.0,22.2,7.0,5.2,12.0,16.6,118.8,114.2,116.7,115.56000000000002,118.66,-1.3800000000000003,-1.96,0.5514,1.886,16.6,0.211,0.6908,0.4572,11.5722,11.8,0.5509999999999999,0.5986,1.0,0.1986,104.384,101.9,84.91600000000001,101.8,0.496,0.6,1610612749.0,6.0,False,ORL,2023-11-11
